10000297,56.20677520,10.21126220
10000386,56.10341900,10.08703800
10000874,55.60056600,11.85142200
10000939,55.41471460,10.58370990
10001102,55.80092000,12.01711600
10001145,56.27471500,8.31320900
10001242,56.08291730,8.25376350
10001307,55.67975100,11.09267600
10001331,55.68715130,12.54954870
10001382,57.44800750,10.45842440
10001447,57.08382400,9.23736190
10001498,55.44033200,10.39973200
10001528,55.98080400,8.64651400
10001633,55.68015800,12.58378500
10001706,55.71183800,12.44787200
10001803,55.93364900,12.30805600
10001870,55.67607000,12.57072900
10002028,55.94799500,8.49339700
10002176,56.41843160,8.49149540
10002230,55.78239100,8.44808100
10002273,57.16878800,10.14556700
10002338,55.86288430,9.48064550
10002672,55.73587570,8.54144540
10003148,55.30579060,11.54147910
10003202,54.92840600,9.72634700
10003253,55.57897800,12.19161190
10003407,57.07247000,9.72881900
10003687,56.14971400,9.95399900
10003784,55.41603300,11.68807100
10004098,55.96500700,9.74051600
10004136,56.26036200,9.99215200
10004411,55.54568800,10.39126900
10004500,57.07854400,9.76033200
10004705,55.32336100,12.22558000
10004780,55.19145000,9.06241900
10004845,56.92286500,9.64860700
10004888,57.48168900,10.47679000
10005043,55.72424700,12.54563900
10005140,55.67229100,12.43936190
10005159,55.66803150,12.59720340
10005183,55.69232200,11.78683590
10005604,55.69061750,11.04407100
10006449,56.34842210,9.86931430
10006473,55.16106100,11.93153700
10006481,56.31949020,10.31460320
10006511,56.46432700,10.01348300
10006775,55.66727450,12.57762550
10006805,55.52105740,8.78358860
10006872,57.04656500,10.36972100
10007038,56.99890900,10.00318000
10007186,55.05681790,14.77919400
10007208,55.67592200,9.53381400
10007372,55.78683610,12.51954780
10007518,55.71424960,10.01177600
10007534,55.84591800,8.38208400
10007542,56.02675400,8.11886200
10007631,55.85441400,12.54170400
10007739,55.73983110,8.17897060
10007844,55.60402960,12.35903180
10007933,55.75577760,12.59316700
10007984,56.12010300,8.17780200
10007992,55.39732800,8.93856300
10008034,55.84236500,12.52798300
10008042,54.97789200,12.05920700
10008107,55.85225800,8.76014790
10008204,56.90104500,9.21285500
10008255,55.68433680,12.50382980
10008298,55.70955000,10.00720900
10008379,56.14557200,8.93574900
10008638,54.93339300,10.28142700
10009073,56.11874500,10.20279600
10009448,55.52144200,8.77339400
10009642,55.83824390,12.54459960
10009782,56.08605200,10.13778300
10009995,56.53717500,9.77200300
10010047,55.25150300,9.38298900
10010136,56.06973230,12.52524760
10010179,57.45375600,10.52226500
10010330,57.31803500,10.49947890
10010497,55.27560900,14.80268900
10010535,56.48345320,9.13530320
10010691,56.26952300,9.44223300
10010748,57.38139200,10.50098300
10010942,57.46158320,10.44282380
10011078,55.64703500,12.48802500
10011086,55.45179860,9.03908690
10011175,55.21057470,11.19135290
10011337,55.20164030,11.66530690
10011477,55.68091300,12.57548300
10011507,56.96202400,8.73443200
10011531,55.49157800,9.46875400
10011698,55.83301960,12.07288270
10011728,56.51446500,9.30867400
10011949,56.11296990,9.05371260
10012015,54.78163900,10.71342600
10012171,55.73840000,12.57663200
10012201,56.19991900,9.56376140
10012376,55.58439310,8.41311000
10012449,54.83317950,11.14578620
10012600,56.12951400,8.93138400
10012848,55.23057200,11.75775700
10012856,55.68862770,12.59858390
10012937,56.61860260,9.59502400
10013232,56.21320100,9.18034600
10013275,56.55021720,9.11057200
10013291,55.00036700,10.85269800
10013305,55.49814440,9.53932510
10013348,57.47531400,9.97194150
10013542,54.95084700,8.76036100
10013593,56.46991200,9.97004900
10013739,56.42681300,9.41407800
10013828,55.97701500,12.07904800
10013836,57.07408100,9.29455100
10013887,56.79608820,8.86260550
10014182,55.98118700,10.22988800
10014239,55.42269000,11.20140400
10014344,57.02954400,8.84751000
10014476,55.69483700,12.59684700
10014484,55.67769430,12.49463570
10014573,54.93140180,8.85690390
10014603,55.92299630,12.30354430
10014735,55.76655800,9.88422900
10015006,56.14153100,10.18429100
10015103,56.88338600,9.57415800
10015170,55.42796000,10.25368700
10015480,55.89150900,9.74912500
10015545,56.55121300,9.84321200
10015634,55.64891690,12.30087030
10015731,55.81359700,9.97019100
10015790,56.80432100,10.08898200
10015901,55.65907600,12.50404790
10016134,55.66244010,12.34117580
10016185,56.19400520,10.13920230
10016193,55.75139770,11.95449590
10016371,56.47008330,9.41058890
10016398,57.26757600,9.96802400
10016606,55.50888230,8.48471010
10016673,56.43690030,8.20198600
10016789,56.00859400,9.52925000
10016797,55.68036900,12.57549350
10017033,56.19628400,8.25984800
10017491,55.44363190,11.79028710
10018102,55.45625100,10.26921300
10018145,54.86137600,11.86486900
10018471,55.64965700,12.38420400
10018595,56.48882100,10.02097400
10018692,56.92664400,8.86069500
10019036,56.53586800,9.02859800
10019249,55.00132500,9.86347520
10019303,55.14694700,11.88821300
10019699,56.96129160,9.25134860
10019745,56.56647500,9.02652640
10019761,56.18858800,9.69941000
10019788,56.70166900,9.62090500
10019885,56.43422100,8.53407400
10019907,56.07293200,12.26477600
10020042,56.67526500,9.85972300
10020131,55.85904900,11.57373700
10020182,55.94142800,8.78040900
10020484,55.35130800,8.98386400
10020492,56.31424600,9.38363200
10020549,55.43012420,9.92789680
10020573,55.20059900,10.52277900
10020689,55.55826400,9.43619200
10020700,54.83966800,12.10054070
10020743,55.36446430,10.39208790
10020840,56.88957400,9.98728100
10020948,56.66121700,9.59451290
10021006,56.53105600,9.61050200
10021170,55.47973400,9.44244400
10021189,55.89704400,12.28437600
10021286,55.67251330,12.40467680
10021375,56.25594900,9.84709420
10021499,56.44732400,9.43247000
10021642,55.70526820,11.69259340
10021693,55.32049220,15.18644850
10021790,56.14153100,10.18429100
10021936,56.19912400,10.67384030
10021979,56.15956720,10.20611380
10021995,55.48854100,9.97370800
10022037,55.83644000,9.52053900
10022134,55.87835700,8.68686100
10022185,56.59990400,9.49939300
10022479,56.35790500,10.62309800
10022533,55.49246800,9.48247340
10022541,55.75481400,9.39036000
10022576,56.67270800,10.03198000
10022673,56.49636100,9.84223800
10022738,55.67249450,12.59167380
10022819,55.57151100,12.09334200
10022843,55.10726800,15.14746800
10022991,56.27331100,8.82836090
10023084,55.48508470,9.51968210
10023173,57.11423800,8.63712800
10023483,55.73389700,12.46497300
10023572,56.01629800,12.11737200
10023580,55.99571500,8.56392400
10023599,54.98417000,9.38692290
10023602,55.52962660,12.20727960
10023645,55.88492900,12.49274900
10023734,56.23961500,9.36433190
10023807,56.24318500,9.02736300
10023939,56.43039580,9.13324240
10024404,55.45574830,11.80360420
10024439,55.45539500,12.06145900
10024749,55.67405090,12.55827050
10024773,55.66437600,12.62634200
10024846,55.93184100,12.26699900
10024854,55.67394620,12.56230920
10024870,56.68177200,10.23090300
10024897,55.64947240,12.18015610
10024900,55.67798240,12.56708470
10025001,55.67798240,12.56708470
10025036,55.67798240,12.56708470
10025052,55.69722700,12.57570100
10025192,55.67798240,12.56708470
10025206,55.67798240,12.56708470
10025249,55.67798240,12.56708470
10025281,56.88781500,10.10805200
10025338,55.67798240,12.56708470
10025370,55.67798240,12.56708470
10025400,55.67798240,12.56708470
10025486,55.67798240,12.56708470
10025508,55.44680000,9.94626200
10025907,55.63650550,12.61903240
10025982,56.16898500,8.64101900
10026008,55.72653800,9.49710400
10026202,55.14311500,10.15943600
10026288,55.68408290,12.58585270
10026342,56.07606700,12.54491000
10026474,56.38940200,9.79816700
10026490,56.34954200,9.79599100
10026539,57.13919600,9.96726500
10026547,55.38466300,11.31416600
10026636,56.47663100,9.34010500
10026709,55.99133210,12.53423510
10026784,56.19927890,10.67359780
10026830,55.73444100,12.47565000
10026881,55.90956300,12.16310200
10026970,55.81883500,12.42821000
10027101,55.67378180,12.55412980
